changed_files	id	span	title
2	136823566	1 days 00:13:10.000000000	added bioconductor-specond
2	136823342	1 days 00:14:24.000000000	added bioconductor-snphood
2	136823214	1 days 00:15:02.000000000	added bioconductor-snpediar
2	136822960	0 days 12:16:31.000000000	added bioconductor-smap
2	136822826	0 days 12:16:57.000000000	added bioconductor-slqpcr
2	136822686	0 days 12:17:30.000000000	added bioconductor-sizepower
2	136822583	0 days 12:17:41.000000000	added bioconductor-sispa
2	136822404	0 days 12:18:19.000000000	added bioconductor-similarpeak
2	136822344	0 days 12:18:11.000000000	added bioconductor-simbindprofiles
2	136822039	0 days 12:19:27.000000000	added bioconductor-sigpathway
2	136821519	0 days 12:22:06.000000000	added bioconductor-sights
2	136820894	0 days 12:25:31.000000000	added bioconductor-sgseq
2	136820750	0 days 12:26:00.000000000	added bioconductor-seqtools
2	136820532	0 days 12:27:07.000000000	added bioconductor-seqgsea
2	136820366	0 days 12:27:37.000000000	added bioconductor-sepa
2	136820308	0 days 12:27:24.000000000	added bioconductor-semdist
2	136820191	0 days 12:27:44.000000000	added bioconductor-segmentseq
2	136820045	0 days 12:28:11.000000000	added bioconductor-scater
2	136819916	0 days 12:28:45.000000000	added bioconductor-savr
2	136819776	0 days 12:29:16.000000000	added bioconductor-santa
2	136819717	1 days 00:35:43.000000000	added bioconductor-sangerseqr
2	136819617	0 days 12:27:04.000000000	added bioconductor-sagx
2	136819548	0 days 12:27:04.000000000	added bioconductor-sagenhaft
2	136819548	0 days 12:27:04.000000000	added bioconductor-sagenhaft
2	136819460	0 days 12:27:28.000000000	added bioconductor-safe
2	136819294	0 days 12:28:23.000000000	added bioconductor-ruvseq
2	136819152	0 days 12:29:01.000000000	added bioconductor-rtrm
2	136819060	0 days 12:29:17.000000000	added bioconductor-rtreemix
2	136818934	0 days 12:29:40.000000000	added bioconductor-rtopper
2	136816957	0 days 12:39:43.000000000	added bioconductor-rols
2	136816668	0 days 12:41:15.000000000	added bioconductor-rnaseqmap
2	136815462	0 days 12:48:40.000000000	added bioconductor-rbsurv
1	136799546	17 days 01:36:50.000000000	Update pysam to 0.12.0.1
1	136768580	0 days 02:36:15.000000000	Bump filtlong to 0.1.1
1	136767205	0 days 02:43:44.000000000	Bump midas to 1.3.1
2	136725850	0 days 08:13:53.000000000	added bioconductor-rtcgatoolbox
2	136725440	0 days 08:15:57.000000000	added bioconductor-rtca
2	136725292	0 days 08:16:31.000000000	added bioconductor-rsvsim
2	136724868	0 days 08:18:31.000000000	added bioconductor-rrho
2	136724763	0 days 08:18:30.000000000	added bioconductor-rrdp
2	136722438	0 days 08:30:13.000000000	added bioconductor-rpx
2	136722317	0 days 09:58:00.000000000	added bioconductor-rpa
2	136722165	0 days 08:29:31.000000000	added bioconductor-rontotools
2	136722006	0 days 08:29:12.000000000	added bioconductor-roleswitch
2	136721916	0 days 08:29:32.000000000	added bioconductor-roc
2	136721775	0 days 08:27:10.000000000	added bioconductor-rnits
2	136721545	0 days 08:27:38.000000000	added bioconductor-rnaseqcomp
2	136721398	0 days 08:28:04.000000000	added bioconductor-rnaprobr
2	136721211	0 days 08:28:49.000000000	added bioconductor-rmat
2	136720958	0 days 08:29:52.000000000	added bioconductor-rlmm
2	136720788	0 days 08:30:31.000000000	added bioconductor-ripseeker
2	136720647	0 days 08:30:43.000000000	added bioconductor-rimmport
2	136720544	0 days 08:30:55.000000000	added bioconductor-riboseqr
2	136720448	0 days 08:30:54.000000000	added bioconductor-riboprofiling
2	136720199	0 days 08:31:57.000000000	added bioconductor-rgsepd
2	136720120	0 days 08:32:10.000000000	added bioconductor-rgsea
2	136719968	0 days 08:32:39.000000000	added bioconductor-rgreat
2	136719777	0 days 08:33:30.000000000	added bioconductor-rgraph2js
2	136719488	0 days 08:34:37.000000000	added bioconductor-rfpred
2	136718581	0 days 08:38:51.000000000	added bioconductor-recoup
2	136718427	0 days 08:39:17.000000000	added bioconductor-readqpcr
2	136718241	0 days 08:39:56.000000000	added bioconductor-rdgidb
2	136717702	0 days 08:42:01.000000000	added bioconductor-rcaspar
1	136679049	0 days 03:39:01.000000000	updated to proBAMconvert v1.0.2
1	136651479	0 days 04:21:28.000000000	Rebuild bioconductor-pca
2	136650880	1 days 00:59:48.000000000	added bioconductor-rbowtie
2	136650599	1 days 01:09:09.000000000	added bioconductor-rbm
2	136650581	1 days 01:09:32.000000000	added bioconductor-rbioinf
2	136650488	1 days 01:11:44.000000000	added bioconductor-rbcbook1
2	136650273	1 days 01:18:17.000000000	added bioconductor-randpack
2	136650257	1 days 01:18:23.000000000	added bioconductor-ramigo
2	136650237	1 days 01:18:44.000000000	added bioconductor-rama
2	136650211	1 days 01:19:13.000000000	added bioconductor-rain
2	136650192	1 days 01:19:25.000000000	added bioconductor-r4rna
2	136650176	1 days 01:19:36.000000000	added bioconductor-r3cseq
2	136650157	1 days 01:19:51.000000000	added bioconductor-qusage
2	136650120	1 days 01:20:39.000000000	added bioconductor-quantsmooth
2	136650105	1 days 01:20:52.000000000	added bioconductor-quantro
2	136650066	1 days 01:21:44.000000000	added bioconductor-qrqc
2	136650042	1 days 01:22:08.000000000	added bioconductor-qpcrnorm
2	136647955	1 days 02:25:59.000000000	added bioconductor-pviz
2	136647929	1 days 02:26:22.000000000	added bioconductor-pvac
2	136647902	1 days 02:26:30.000000000	added bioconductor-purecn
2	136647836	1 days 02:28:10.000000000	added bioconductor-psicquic
2	136647400	0 days 02:39:13.000000000	 kraken-all: delete since we're requiring jellyfish=1 in kraken
2	136646871	1 days 02:56:22.000000000	added bioconductor-psea
2	136646570	1 days 03:04:07.000000000	added bioconductor-proper
2	136646556	1 days 03:04:07.000000000	added bioconductor-promise
2	136645319	0 days 02:30:02.000000000	added bioconductor-polyfit
2	136645295	0 days 02:30:20.000000000	added bioconductor-podkat
2	136645263	0 days 02:30:36.000000000	added bioconductor-plw
2	136645241	0 days 02:31:07.000000000	added bioconductor-plier
2	136645225	0 days 02:31:13.000000000	added bioconductor-plgem
2	136645195	0 days 02:31:42.000000000	added bioconductor-pkgdeptools
2	136645107	0 days 02:32:46.000000000	added bioconductor-pics
2	136645072	0 days 02:32:58.000000000	added bioconductor-pickgene
2	136645003	0 days 02:33:47.000000000	added bioconductor-pepxmltab
2	136644988	0 days 02:33:58.000000000	added bioconductor-pepstat
2	136644960	0 days 02:34:37.000000000	added bioconductor-peca
2	136644935	0 days 02:35:00.000000000	added bioconductor-pcan
2	136644844	0 days 01:34:39.000000000	added bioconductor-pathnet
2	136644822	0 days 01:35:03.000000000	added bioconductor-path2ppi
2	136644791	0 days 01:35:11.000000000	added bioconductor-parody
2	136644772	0 days 01:35:17.000000000	added bioconductor-papi
2	136644750	0 days 01:35:32.000000000	added bioconductor-panp
2	136644728	0 days 01:35:50.000000000	added bioconductor-pannbuilder
2	136644714	0 days 01:35:50.000000000	added bioconductor-paircompviz
2	136644686	0 days 01:36:22.000000000	added bioconductor-outlierd
2	136644573	0 days 01:40:06.000000000	added bioconductor-otubase
2	136644558	0 days 01:40:04.000000000	added bioconductor-oscope
2	136644541	0 days 01:40:03.000000000	added bioconductor-osat
2	136644503	0 days 01:39:06.000000000	added bioconductor-oppar
2	136644464	0 days 01:02:14.000000000	added bioconductor-omiccircos
2	136644444	0 days 01:02:28.000000000	added bioconductor-omicade4
2	136644376	0 days 01:03:49.000000000	added bioconductor-olin
2	136644299	0 days 01:05:37.000000000	added bioconductor-ogsa
2	136644263	0 days 01:06:36.000000000	added bioconductor-occugene
2	136644230	0 days 01:07:13.000000000	added bioconductor-nudge
2	136644211	0 days 00:47:02.000000000	added bioconductor-nucler
2	136644193	0 days 00:47:09.000000000	added bioconductor-nucleosim
2	136644156	0 days 00:47:16.000000000	added bioconductor-ntw
2	136644131	0 days 00:47:31.000000000	added bioconductor-npgsea
2	136644110	0 days 00:47:34.000000000	added bioconductor-nnnorm
2	136644058	0 days 00:48:26.000000000	added bioconductor-netpathminer
2	136644036	0 days 00:49:10.000000000	added bioconductor-netbiov
2	136643980	0 days 00:50:30.000000000	added bioconductor-nem
2	136643974	0 days 00:50:27.000000000	added bioconductor-ncigraph
2	136643948	0 days 00:50:51.000000000	added bioconductor-mzid
2	136643865	0 days 00:52:56.000000000	added bioconductor-myvariant
2	136643830	0 days 00:53:21.000000000	added bioconductor-mvgst
2	136643777	0 days 00:54:20.000000000	added bioconductor-mvcclass
2	136626943	4 days 11:44:15.000000000	add package bpp-phyl
2	136626439	1 days 18:12:54.000000000	add package bpp-seq
3	136624615	8 days 08:11:28.000000000	Antismash
2	136609944	0 days 04:32:05.000000000	added bioconductor-multiscan
2	136609770	0 days 04:37:10.000000000	added bioconductor-multimed
2	136609742	0 days 04:37:46.000000000	added bioconductor-multidataset
2	136609708	0 days 04:38:43.000000000	added bioconductor-mulcom
2	136609054	0 days 05:00:01.000000000	added bioconductor-mpfe
2	136608815	0 days 05:09:04.000000000	added bioconductor-mops
2	136608718	0 days 05:10:35.000000000	added bioconductor-mmnet
2	136607594	0 days 00:53:31.000000000	added bioconductor-mlp
2	136607315	0 days 00:54:09.000000000	added bioconductor-mirsynergy
2	136607090	0 days 01:00:40.000000000	added bioconductor-mirnatap
2	136606965	0 days 01:04:51.000000000	added bioconductor-mirnapath
2	136606299	0 days 01:28:12.000000000	added bioconductor-mirage
2	136606261	0 days 00:47:09.000000000	added bioconductor-mipp
2	136606186	0 days 00:41:18.000000000	added bioconductor-microrna
2	136606159	0 days 00:33:54.000000000	added bioconductor-michip
2	136606099	0 days 00:31:57.000000000	added bioconductor-mgsa
2	136606075	0 days 00:32:35.000000000	added bioconductor-mgfr
2	136606019	0 days 00:22:17.000000000	added bioconductor-mgfm
2	136605915	0 days 00:23:30.000000000	added bioconductor-methylpipe
2	136605882	0 days 00:20:07.000000000	added bioconductor-methylmnm
2	136605838	0 days 00:15:01.000000000	added bioconductor-methtargetedngs
2	136605798	0 days 00:14:16.000000000	added bioconductor-methped
2	136605762	0 days 00:15:28.000000000	added bioconductor-metaseq
2	136605686	0 days 00:11:27.000000000	added bioconductor-metahdep
2	136601698	0 days 01:21:53.000000000	added bioconductor-metacca
2	136601361	0 days 01:34:13.000000000	added bioconductor-messina
2	136601139	0 days 00:48:53.000000000	added bioconductor-meshsim
2	136601072	0 days 00:29:25.000000000	added bioconductor-meshdbi
2	136601047	0 days 00:10:15.000000000	added bioconductor-mergeomics
2	136601028	0 days 00:30:39.000000000	added bioconductor-mergemaid
2	136600130	0 days 00:40:23.000000000	added bioconductor-mdqc
2	136600052	0 days 00:43:19.000000000	added bioconductor-mdgsa
2	136599977	0 days 00:46:57.000000000	added bioconductor-mbased
2	136599864	0 days 00:50:56.000000000	added bioconductor-mbttest
2	136598957	0 days 02:58:13.000000000	added bioconductor-mbamethyl
2	136598926	0 days 01:23:57.000000000	added bioconductor-massir
6	136590625	0 days 01:10:45.000000000	gap2seq upgraded to version 2.1
1	136572823	1 days 03:59:01.000000000	simulate-travis.py: Run (mulled) docker build/test on OSX
2	136571717	0 days 21:32:54.000000000	Bpp core
8	136561838	0 days 01:30:02.000000000	Biotools rpackages c 3
12	136552369	0 days 02:27:22.000000000	Biotools rpackages c 2
2	136551092	0 days 10:18:44.000000000	pairix 0.2.4
4	136511272	3 days 01:56:35.000000000	Update python-chado and python-tripal
2	136489671	2 days 16:03:48.000000000	R rphylip 170817
6	136487562	0 days 02:13:09.000000000	Remove biopython recipe (now in conda-forge)
1	136483747	0 days 00:37:30.000000000	PR template update
3	136480580	26 days 04:37:53.000000000	Mobster 0.2.3.1
1	136477711	0 days 04:55:33.000000000	Bump nanoget to 0.11.7
1	136475264	0 days 06:18:42.000000000	Bump nanoplot to 0.16.4
1	136473829	0 days 05:16:33.000000000	Bump nanostat to 0.2.0
2	136458130	0 days 04:19:37.000000000	added bioconductor-massarray
1	136455168	0 days 01:44:04.000000000	Bump nanoplotter
2	136454045	0 days 01:03:39.000000000	added bioconductor-manta
2	136453877	0 days 01:04:27.000000000	added bioconductor-mantelcorr
2	136452980	0 days 00:12:36.000000000	Add filtlong
2	136445350	0 days 01:54:24.000000000	added makecdfenv
2	136431210	0 days 03:11:16.000000000	Bioconductor ma corr plot
2	136430094	0 days 02:42:21.000000000	Bioconductor macat
1	136427607	0 days 02:58:43.000000000	Update meta.yaml
2	136426909	0 days 03:35:55.000000000	added bioconductor-maanova
1	136426393	0 days 03:03:37.000000000	Update meta.yaml
2	136424599	0 days 02:51:04.000000000	M3Drop
1	136366327	0 days 08:05:24.000000000	Add guideline for relevance.
14	136337704	0 days 23:58:46.000000000	first batch of biotools packages starting with c
1	136310412	0 days 13:04:12.000000000	Du Novo: Update to 0.7.6 (bugfix).
1	136287454	0 days 00:44:14.000000000	samtools - pinned bzip2 to 1.0.* and zlib to 1.2.8
2	136262044	0 days 01:54:53.000000000	Du Novo: Bump to 0.7.5: Make failures in --phone-home not fatal.
2	136243993	0 days 23:41:25.000000000	Add newick utils
2	136222628	0 days 06:15:44.000000000	Add 0.0.6 version of enasearch
1	136190534	0 days 02:54:30.000000000	Mqc update: samtools requirement
2	136176849	0 days 00:29:15.000000000	Update Du Novo, and build submodules.
2	136167846	0 days 02:29:32.000000000	Tests passed
1	136117011	0 days 02:13:57.000000000	samtools -- fix bzip2 linkage problem, by forcing a new build
2	136073025	0 days 21:46:54.000000000	Behst7
3	136040222	0 days 00:42:56.000000000	shiver -- fixed fastaq invocation
1	136039805	6 days 19:59:56.000000000	MultiQC: Try to get py3 working by exporting a locale.
3	136009174	0 days 00:45:58.000000000	Mdasim
5	135996910	0 days 02:26:00.000000000	shiver - added on-demand installation of fastaq
3	135971591	0 days 00:52:03.000000000	Bump nasp
2	135969869	1 days 21:43:41.000000000	Prosolo fresh
3	135959039	0 days 00:16:43.000000000	Update edlib to 1.2
1	135938917	0 days 00:13:59.000000000	Update DaisySuite recipe
2	135932552	2 days 03:15:15.000000000	Barrnap 0.8
1	135841512	0 days 01:16:17.000000000	updates
2	135832658	0 days 03:17:17.000000000	"version 0.9: replaced ""behst.py"" script with ""behst"" script"
2	135791694	0 days 19:06:09.000000000	Bump plant_tribes_kaks_analysis to 1.0.2
2	135791040	0 days 19:11:16.000000000	Bump plant_tribes_gene_family_phylogeny_builder to 1.0.2
2	135790267	0 days 19:22:32.000000000	Bump plant_tribes_gene_family_integrator to 1.0.2
2	135789727	0 days 19:25:43.000000000	Bump plant_tribes_gene_family_classifier to 1.0.2
2	135789055	0 days 19:30:17.000000000	Bump plant_tribes_gene_family_aligner to 1.0.2
2	135788440	7 days 23:28:38.000000000	Bump plant_tribes_assembly_post_prcessor to 1.0.2
4	135781960	0 days 06:47:33.000000000	update flaimapper to 2.5.0
1	135743092	0 days 00:13:59.000000000	Update daisysuite recipe
1	135732133	0 days 00:17:38.000000000	DaisySuite Update to 1.2.0
3	135710554	1 days 09:59:03.000000000	added recipe for SHIVER - Sequences from HIV Easily Reconstructed
1	135695402	0 days 01:16:30.000000000	[WIP] atropos update
3	135695352	0 days 13:13:22.000000000	Build stamp for osx
1	135663492	0 days 04:10:38.000000000	Update meta.yaml for v1.1.10
5	135621973	0 days 01:55:42.000000000	Add recipe for fsnviz 0.3.0
2	135621495	0 days 08:12:51.000000000	diamond: Add 0.9.10
2	135505589	0 days 01:14:21.000000000	Add iRep
0	135468067	29 days 13:48:14.000000000	update sequana to version 0.5.0
0	135464621	0 days 00:17:31.000000000	Update seqkit
1	135453095	1 days 01:30:14.000000000	add libidn as runtime dependecy
1	135438665	0 days 02:15:20.000000000	update secapr to v1.0.2
1	135424365	0 days 20:34:36.000000000	BEDOPS 2.4.27
1	135393925	0 days 00:17:55.000000000	Update singlecell-barcodes to v0.2.
1	135366034	0 days 01:20:02.000000000	update google-cloud-sdk 120.0.0 -> 166.0.0
1	135334229	0 days 01:18:34.000000000	Askocli update
5	135294916	0 days 02:33:30.000000000	Update enasearch to latest version (0.0.5)
1	135292126	0 days 00:28:18.000000000	New version of bioconductor-pathview
1	135288665	0 days 03:14:09.000000000	Fix
5	135233666	0 days 02:56:20.000000000	Busco config, take 2
2	135228314	0 days 01:12:51.000000000	Added wrapper for julia, set JULIA_PKGDIR inside env
2	135195580	2 days 17:57:27.000000000	add new version for rgi
1	135183748	0 days 14:07:50.000000000	Plastid dependency added
2	135178823	16 days 01:45:07.000000000	[WIP] post-link test for bioconductor data package
4	135068369	0 days 14:18:23.000000000	Update entrez direct
2	134949280	1 days 02:38:20.000000000	haystack_bio
1	134940195	0 days 03:36:19.000000000	increase blast version
1	134939507	0 days 04:17:31.000000000	Extend the test case
1	134933139	0 days 04:06:27.000000000	Nanopolishhdf5
1	134926144	0 days 00:44:34.000000000	bump gffutils
4	134924011	0 days 00:52:04.000000000	update busco; add config generation script
3	134883158	0 days 01:10:02.000000000	update dr-disco from 0.8.2 to 0.9.0
2	134709498	0 days 22:58:47.000000000	Orthofinder update 1.1.8
1	134685018	0 days 03:12:14.000000000	Update: ipython-cluster-helper to build on OSX
2	134677211	1 days 00:51:54.000000000	Irfinder
5	134666524	0 days 10:41:09.000000000	Update: toil, rabix-bunny, bcbio, bcbio-vm
2	134660104	16 days 04:11:04.000000000	Update to InterMine package to latest version
1	134613931	1 days 08:05:53.000000000	Test importing compiled bits of Biopython
1	134609378	0 days 00:23:36.000000000	Remove empty lines in build.sh generated with bioconductor_skeleton.py
2	134577061	0 days 00:38:35.000000000	Update DaisySuite recipe
2	134548778	1 days 17:37:37.000000000	Galaxy sequence utils 1 0 0 conda
2	134497807	0 days 00:24:59.000000000	Add singlecell-barcodes.
3	134486815	11 days 18:47:24.000000000	Add phyloFlash
